geography_id,geography_level,canonical_name,bps_code,parent_geography_id,valid_from,valid_to,status,source_id,notes
idn,country,Indonesia,,, , ,current,bps_master_wilayah_sumbar_2025,Parent country record for seeded hierarchy
idn.13,province,Sumatera Barat,13,idn,,,current,bps_master_wilayah_sumbar_2025,Current BPS statistical work-area code; historical boundary validity not yet asserted
idn.13.1301,regency,Kepulauan Mentawai,1301,idn.13,,,current,bps_master_wilayah_sumbar_2025,Current BPS code; historical formation date deferred
idn.13.1302,regency,Pesisir Selatan,1302,idn.13,,,current,bps_master_wilayah_sumbar_2025,Current BPS code; historical formation date deferred
idn.13.1303,regency,Solok,1303,idn.13,,,current,bps_master_wilayah_sumbar_2025,Current BPS code; historical formation date deferred
idn.13.1304,regency,Sijunjung,1304,idn.13,,,current,bps_master_wilayah_sumbar_2025,Current BPS code; historical formation date deferred
idn.13.1305,regency,Tanah Datar,1305,idn.13,,,current,bps_master_wilayah_sumbar_2025,Current BPS code; historical formation date deferred
idn.13.1306,regency,Padang Pariaman,1306,idn.13,,,current,bps_master_wilayah_sumbar_2025,Current BPS code; historical formation date deferred
idn.13.1307,regency,Agam,1307,idn.13,,,current,bps_master_wilayah_sumbar_2025,Current BPS code; historical formation date deferred
idn.13.1308,regency,Lima Puluh Kota,1308,idn.13,,,current,bps_master_wilayah_sumbar_2025,Current BPS code; historical formation date deferred
idn.13.1309,regency,Pasaman,1309,idn.13,,,current,bps_master_wilayah_sumbar_2025,Current BPS code; historical formation date deferred
idn.13.1310,regency,Solok Selatan,1310,idn.13,,,current,bps_master_wilayah_sumbar_2025,Current BPS code; historical formation date deferred
idn.13.1311,regency,Dharmasraya,1311,idn.13,,,current,bps_master_wilayah_sumbar_2025,Current BPS code; historical formation date deferred
idn.13.1312,regency,Pasaman Barat,1312,idn.13,,,current,bps_master_wilayah_sumbar_2025,Current BPS code; historical formation date deferred
idn.13.1371,city,Padang,1371,idn.13,,,current,bps_master_wilayah_sumbar_2025,Current BPS code; historical formation date deferred
idn.13.1372,city,Solok,1372,idn.13,,,current,bps_master_wilayah_sumbar_2025,Current BPS code; historical formation date deferred
idn.13.1373,city,Sawahlunto,1373,idn.13,,,current,bps_master_wilayah_sumbar_2025,Canonical modern spelling; source-native historical spelling retained through provenance when needed
idn.13.1374,city,Padang Panjang,1374,idn.13,,,current,bps_master_wilayah_sumbar_2025,Current BPS code; historical formation date deferred
idn.13.1375,city,Bukittinggi,1375,idn.13,,,current,bps_master_wilayah_sumbar_2025,Current BPS code; historical formation date deferred
idn.13.1376,city,Payakumbuh,1376,idn.13,,,current,bps_master_wilayah_sumbar_2025,Current BPS code; historical formation date deferred
idn.13.1377,city,Pariaman,1377,idn.13,,,current,bps_master_wilayah_sumbar_2025,Current BPS code; historical formation date deferred
